,Synset16,PoS,Palabra,TagCount
911,00260549,n,envolvimiento,27
912,00260807,n,doblamiento,3
913,00261033,n,mella,53
914,00261111,n,proyección,1
915,00261237,n,ensanchamiento,4
916,00261356,n,estrechamiento,39
917,00261466,n,actividad,11761
918,00262937,n,operación,15
919,00263204,n,práctica,2358
920,00263204,n,hábito,940
921,00263789,n,práctica,10
922,00264755,n,modernismo,7
923,00264860,n,canibalismo,73
924,00264860,n,antropofagia,14
925,00265102,n,usanza,26
926,00265102,n,uso,125
927,00265812,n,germanismo,5
928,00265920,n,rutina,16
929,00266805,n,vida,516
930,00268156,n,abrazo,141
931,00268334,n,abrazo,3
932,00268460,n,apretón,28
933,00268534,n,maltrato,125
934,00268796,n,insultos,6
935,00269249,n,persecución,1035
936,00269429,n,empalamiento,2
937,00269563,n,opresión,24
938,00269667,n,pogromo,78
939,00269667,n,pogrom,18
940,00269778,n,tortura,4
941,00269890,n,crucifixión,99
942,00270022,n,crueldad,26
