,Synset16,PoS,Palabra,TagCount
653,06176884,n,tribunal,4
654,05379363,n,prueba,1
655,07684230,n,testigo,3
656,07287045,n,gerente,3
657,00765298,n,causa,1
658,05046939,n,afirmación,2
659,07366159,n,abogado,4
660,00018916,n,relación,4
661,07529675,n,republicano,7
662,00427523,n,recuento,14
663,06607388,n,Florida,13
664,05402928,n,demanda,3
665,10856821,n,hora,19
666,04736420,n,correo,3
667,03735303,n,garantía,3
668,10887026,n,medianoche,1
669,04768298,n,nombre,8
670,06300934,n,condado,11
671,04052818,n,selectividad,1
672,00809976,n,limpieza,1
673,04367590,n,locura,1
674,05592642,n,incertidumbre,1
675,00711063,n,mercado,68
676,07350806,n,juez,23
677,00205732,n,entrega,6
678,04495853,n,opinión,13
679,03773162,n,validez,2
680,10883946,n,jornada,7
681,06320533,n,frente,1
682,06374245,n,estado,5
683,06112041,n,sindicato,7
684,05368405,n,desacuerdo,4
685,00723154,n,venta,7
686,03601056,n,arma,9
687,50005594,n,Santa_Bárbara,5
688,04533598,n,plan,9
689,07556672,n,secretario,6
690,10335257,n,malestar,5
691,05997592,n,organización,25
692,50001231,n,CCOO,2
693,50001232,n,UGT,3
694,04494752,n,plan,8
695,06007767,n,firma,10
696,10063469,n,empleo,14
697,07240707,n,trabajador,13
698,06950891,n,dirigente,19
699,07164888,n,socio,11
700,00712429,n,inversión,16
701,00417296,n,investigación,1
702,02986968,n,centro,2
703,00586701,n,producción,18
704,04949838,n,contenido,4
705,07769123,n,respuesta,3
706,03785284,n,bondad,1
707,09599330,n,inversión,11
708,04901002,n,venta,4
709,04046475,n,disposición,4
710,05055491,n,respuesta,6
711,06172564,n,comité,2
712,05591792,n,temor,5
713,10388744,n,posibilidad,25
714,07043346,n,americano,1
715,02934345,n,carga,1
716,00383807,n,trabajo,4
717,07197309,n,cliente,13
718,02338425,n,cartera,1
719,50001016,n,andaluz,1
720,04968965,n,carta,6
721,00800818,n,presencia,8
722,00027115,n,acceso,6
723,07412658,n,consejero,8
724,05408794,n,recurso,2
725,05972379,n,comunidad,15
726,00040608,n,incumplimiento,3
727,00731811,n,obligación,6
728,05074858,n,tratado,8
729,05051824,n,motivo,2
730,06382213,n,población,3
731,00171220,n,reparación,1
732,02228581,n,avería,1
733,00558391,n,cálculo,3
734,06118015,n,núcleo,3
735,06079663,n,población,15
736,06357451,n,radio,1
737,07828438,n,radiación,1
738,00258668,n,daño,1
739,00564461,n,contemplación,1
740,06200783,n,directiva,4
741,00522858,n,protección,6
742,00061811,n,cumplimiento,1
743,06000383,n,gobierno,29
744,06649991,n,Caracas,5
745,03704727,n,facilidad,4
746,10527530,n,petróleo,3
747,05009963,n,comunicado,14
748,04818688,n,borrador,4
749,10348212,n,desarrollo,10
750,03629197,n,obra,10
751,07336733,n,titular,10
752,07496197,n,presidenta,8
753,09576753,n,precio,49
754,04400914,n,homólogo,2
755,05074858,n,convenio,6
756,06230917,n,mercado,5
757,06078325,n,Organización_de_Países_Exportadores_de_Petróleo,3
758,06078325,n,OPEP,4
759,10699784,n,hidrocarburo,1
760,10749997,n,crudo,6
761,04500860,n,especie,6
762,09631860,n,crédito,3
763,07109613,n,beneficiario,1
764,09790186,n,barril,2
765,09575153,n,plazo,3
766,09580808,n,tasa,4
767,09588854,n,interés,8
768,05074858,n,pacto,4
769,05963394,n,conjunto,4
770,05062190,n,condición,5
771,02253645,n,barril,2
772,03175725,n,producto,37
773,06435521,n,Barbados,3
774,06425983,n,Belice,7
775,06424874,n,Costa_Rica,13
776,06426151,n,Honduras,13
777,06426825,n,Nicaragua,6
778,07664428,n,vicepresidente,20
779,06515909,n,Irak,6
780,06522440,n,Jordania,2
781,05558628,n,revés,3
782,05005140,n,fuente,30
783,00800256,n,visita,24
784,00385376,n,cargo,13
785,05367196,n,ratificación,1
786,00679011,n,presentación,1
787,06070031,n,Cámara_de_Representantes,1
788,04016883,n,favor,7
789,03824571,n,abstención,2
790,04588594,n,intención,8
791,00617685,n,levantamiento,3
792,04023017,n,sanción,16
793,06209853,n,tropa,5
794,06516233,n,Bagdad,1
795,05558628,n,percance,1
796,07476655,n,piloto,7
797,10079933,n,libertad,5
798,07273101,n,extranjero,6
799,06588905,n,Damasco,1
800,02256491,n,base,2
801,00029100,n,salida,8
802,06346008,n,exterior,1
803,07572840,n,tirador,1
804,07683006,n,vencedor,6
805,00328496,n,edición,3
806,00508046,n,prueba,24
807,03457380,n,espada,3
808,07049525,n,"lemán""/>",2
809,03853114,n,edad,4
810,03731593,n,"alizedlemma=""con_diferencia",11
811,00283141,n,combate,3
812,07023800,n,húngaro,1
813,04081360,n,tocado,1
814,09891778,n,cuarto,2
815,05542799,n,campeonato,13
816,50004164,n,Mundo,1
817,00574678,n,preparación,3
818,07038257,n,español,14
819,10044643,n,fase,13
820,10352060,n,clasificación,12
821,10042358,n,cuadro,4
822,10351976,n,posición,8
823,07263267,n,finalista,5
824,02855978,n,infraestructura,6
825,03532413,n,transporte,4
826,00233535,n,crecimiento,3
827,06835944,n,continente,9
828,05371036,n,invitación,2
829,07556911,n,secretario,20
830,03461269,n,mesa,4
831,05404801,n,discurso,9
832,04974979,n,bienvenida,4
833,07458879,n,participante,2
834,06471164,n,Canadá,11
835,06648794,n,Uruguay,3
836,06560812,n,Santa_Lucía,1
837,50004208,n,viceministro,1
838,07072843,n,embajador,1
839,06953561,n,observador,5
840,06214548,n,sector,49
841,03733698,n,disparidad,1
842,03977358,n,tamaño,5
843,00159157,n,mejora,8
844,04588033,n,meta,2
845,06077390,n,Organización_de_Estados_Americanos,4
846,06077390,n,OEA,4
847,00805766,n,intervención,2
848,10425881,n,seguridad,14
849,00521429,n,navegación,1
850,00193473,n,turismo,7
851,00720146,n,comercio,3
852,06285184,n,cielo,3
853,05972379,n,asociación,4
854,00240588,n,fortalecimiento,1
855,00194802,n,aviación,1
856,07326946,n,anfitrión,4
857,05438613,n,resultado,17
858,07312570,n,mandatario,3
859,07011261,n,chileno,1
860,00022246,n,acto,2
861,10918678,n,siglo,3
862,10044643,n,nivel,4
863,04515709,n,"lementos""/>",5
864,05068616,n,comentario,1
865,05081510,n,caso,15
866,07215549,n,dictador,2
867,04888151,n,solicitud,4
868,00139574,n,extradición,6
869,05018240,n,felicitación,1
870,10860522,n,período,3
871,00787700,n,respaldo,7
872,10966076,n,mandato,1
873,06650824,n,Yemen,3
874,06171035,n,comité,3
875,00515970,n,coordinación,5
876,06808613,n,Mar_Rojo,1
877,06353479,n,posición,1
878,00107819,n,paso,2
879,00799023,n,encuentro,12
880,07529131,n,representante,7
881,00780822,n,colaboración,5
882,05342032,n,debate,25
883,07056778,n,profesor,1
884,07423166,n,independiente,5
885,07183159,n,coordinador,3
886,05146255,n,seña,1
887,04445326,n,identidad,1
888,04476879,n,mundo,7
889,10049536,n,igualdad,3
890,07684780,n,mujer,27
891,03720318,n,aspecto,7
892,10984112,n,legislatura,7
893,04875428,n,candidatura,4
894,03717983,n,excelencia,1
895,10843624,n,periodo,7
896,04463475,n,alternativa,8
897,04559362,n,modelo,1
898,04527384,n,marco,3
899,10056493,n,convivencia,2
900,06950891,n,líder,30
901,00093268,n,revisión,4
902,07182455,n,preso,5
903,10107584,n,inminencia,1
904,05438927,n,desenlace,2
905,04006407,n,bien,1
906,06277165,n,patria,1
907,03801117,n,justicia,7
908,07006309,n,argentino,4
909,10054966,n,realidad,2
910,10410497,n,terreno,3
911,00403152,n,derecho,2
912,07486519,n,político,7
913,10917791,n,año,39
914,07182598,n,condenado,1
915,02808393,n,cuartel,5
916,00807301,n,huelga,8
917,10112984,n,hambre,2
918,00768711,n,sentencia,4
