,Synset,W Num,Word,Type,Sense,Tag Count
523,100206927,0,exección,n,2,0
524,100206927,0,expulsión,n,2,0
525,100207434,0,ostracismo,n,1,0
526,100207761,0,deportación,n,1,0
527,100207761,0,exilio,n,1,0
528,100208277,0,excomuñón,n,1,0
529,100209132,0,suspensión,n,4,0
530,100209943,0,conclusión,n,1,0
531,100209943,0,finalización,n,1,0
532,100209943,0,terminación,n,1,0
533,100210797,0,conclusión,n,4,0
534,100210797,0,desenlace,n,1,0
535,100210797,0,fin,n,1,0
536,100210797,0,final,n,2,0
537,100210797,0,remate,n,1,0
538,100210797,0,termo,n,2,0
539,100211110,0,conclusión,n,2,0
540,100211593,0,seguimento,n,4,0
541,100212065,0,graduación,n,1,0
542,100212205,0,retiro,n,1,0
543,100212205,0,xubilación,n,1,0
544,100212808,0,abandono,n,3,0
545,100212808,0,renuncia,n,4,0
546,100213052,0,cesión,n,1,0
547,100213343,0,entrega,n,1,0
548,100213482,0,extradición,n,1,0
549,100213694,0,cesamento,n,2,0
550,100213694,0,renuncia,n,5,0
551,100213903,0,dispensa,n,1,0
552,100213903,0,exención,n,2,0
553,100213903,0,inmunidade,n,1,0
554,100215314,0,disolución,n,2,0
555,100215314,0,rompemento,n,1,0
556,100215314,0,ruptura,n,2,0
557,100215314,0,separación,n,3,0
558,100215838,0,subversión,n,1,0
559,100216038,0,acabamento,n,1,0
560,100216038,0,conclusión,n,5,0
561,100216038,0,disolución,n,3,0
562,100216038,0,fin,n,2,0
563,100216038,0,final,n,3,0
564,100216038,0,finalización,n,2,0
565,100216038,0,remate,n,2,0
566,100216038,0,termo,n,3,0
567,100216174,0,despedimento,n,1,0
568,100216607,0,destitución,n,1,0
569,100216723,0,remoción,n,2,0
570,100216834,0,purga,n,1,0
571,100217014,0,destrución,n,3,0
572,100217014,0,devastación,n,1,0
573,100217773,0,ruína,n,3,0
574,100218208,0,aniquilación,n,1,0
575,100218753,0,pulverización,n,1,0
576,100218902,0,vaporización,n,2,0
577,100219012,0,homicidio,n,2,0
578,100219012,0,morte,n,2,0
579,100219463,0,golpe mortal,n,1,0
580,100219575,0,morte,n,5,0
581,100219856,0,eutanasia,n,1,0
582,100220023,0,homicidio,n,1,0
583,100220522,0,asasinato,n,1,0
584,100220522,0,crime,n,2,0
585,100220522,0,fratricidio,n,1,0
586,100221056,0,atentado,n,1,0
587,100221178,0,derramamento de sangue,n,2,0
588,100222155,0,filicidio,n,1,0
589,100222485,0,suicidio,n,1,0
590,100223362,0,haraquiri,n,1,0
591,100223720,0,liquidación,n,1,0
592,100223854,0,sacrificio,n,3,0
593,100223983,0,carnicería,n,1,0
594,100223983,0,carnizaría,n,1,0
595,100223983,0,exterminación,n,1,0
596,100223983,0,exterminio,n,1,0
597,100223983,0,masacre,n,1,0
598,100223983,0,matanza,n,1,0
599,100224260,0,baño de sangue,n,1,0
600,100224260,0,carnaxe,n,1,0
601,100224260,0,carnicería,n,2,0
602,100224260,0,carnizaría,n,2,0
603,100224260,0,derramamento de sangue,n,1,0
604,100224260,0,hecatombe,n,1,0
605,100224260,0,masacre,n,2,0
606,100224260,0,matanza,n,2,0
607,100224599,0,linchamento,n,1,0
608,100224936,0,gaseamento,n,1,0
609,100225150,0,tiroteo,n,2,0
610,100225593,0,afogamento,n,1,0
611,100225593,0,asfixia,n,4,0
612,100226511,0,broncospasmo,n,1,0
613,100226511,0,espasmo bronquial,n,1,0
614,100227595,0,sacrificio,n,2,0
615,100227969,0,inmolación,n,1,0
616,100228181,0,decapitación,n,2,0
617,100228283,0,abolición,n,1,0
618,100229260,0,cabo,n,3,0
619,100229260,0,cerramento,n,1,0
620,100229260,0,clausura,n,1,0
621,100229260,0,fechamento,n,1,0
622,100229260,0,fin,n,3,0
623,100229260,0,pechamento,n,1,0
624,100229260,0,peche,n,2,0
625,100229814,0,despedimento,n,2,0
626,100229934,0,extinción,n,2,0
627,100230324,0,aborto,n,1,0
628,100230475,0,natimorto,n,1,0
629,100231887,0,anulación,n,1,0
630,100232147,0,derrogación,n,1,0
631,100232386,0,cancelación,n,2,0
632,100232604,0,anulación,n,2,0
633,100232765,0,morte civil,n,1,0
634,100232863,0,rescisión,n,1,0
635,100233795,0,desactivación,n,1,0
636,100233980,0,baixa con honores,n,1,0
637,100234105,0,baixa deshonrosa,n,1,0
638,100234277,0,Section Eight,n,1,0
639,100235435,0,apertura,n,1,0
640,100235435,0,comezo,n,1,0
641,100235435,0,empezo,n,1,0
642,100235435,0,incoación,n,1,0
643,100235435,0,iniciación,n,1,0
644,100235435,0,inicio,n,1,0
645,100235435,0,preludio,n,1,0
646,100235435,0,principio,n,1,0
647,100236821,0,activación,n,1,0
648,100237078,0,composición,n,3,0
649,100237078,0,constitución,n,2,0
650,100237078,0,estabelecemento,n,1,0
651,100237078,0,establecemento,n,2,0
652,100237078,0,formación,n,3,0
653,100237078,0,organización,n,3,0
654,100238022,0,debut,n,1,0
655,100238022,0,entrada,n,4,0
656,100238022,0,inauguración,n,1,0
657,100238022,0,introdución,n,1,0
658,100238022,0,lanzamento,n,3,0
659,100238022,0,presentación,n,1,0
660,100239230,0,iniciativa,n,1,0
661,100239230,0,primeiro paso,n,1,0
662,100240184,0,creación,n,1,0
663,100240184,0,fundación,n,1,0
664,100240184,0,implantación,n,1,0
665,100240184,0,iniciación,n,3,0
666,100240184,0,instauración,n,1,0
667,100240184,0,institución,n,3,0
668,100240184,0,introdución,n,2,0
669,100240938,0,instalación,n,2,0
670,100241699,0,titularidade,n,1,0
671,100242003,0,continuación,n,1,0
672,100242431,0,arranque,n,1,0
673,100242583,0,sindicación,n,1,0
674,100242808,0,espertar,n,3,0
675,100243918,0,cociña,n,4,0
676,100247342,0,caza furtiva,n,1,0
677,100248977,0,mellora,n,1,0
678,100249501,0,progreso,n,2,0
679,100249780,0,fomento,n,2,0
680,100249987,0,avance,n,1,0
681,100249987,0,progresión,n,2,0
682,100250259,0,desenvolvemento,n,3,0
683,100250710,0,elaboración,n,2,0
684,100251013,0,limpeza,n,1,0
685,100251013,0,purificación,n,1,0
686,100252307,0,varredura,n,1,0
687,100252430,0,purificación,n,3,0
688,100253070,0,purgación,n,1,0
689,100253070,0,purificación,n,2,0
690,100253395,0,catarse,n,1,0
691,100253919,0,esterilización,n,1,0
692,100254166,0,pasteurización,n,1,0
693,100254922,0,tonsura,n,2,0
694,100255450,0,ablución,n,1,0
695,100257115,0,xampú,n,1,0
696,100257770,0,baño,n,3,0
697,100258854,0,corrección,n,2,0
698,100259643,0,compensación,n,3,0
699,100259643,0,indemnización,n,4,0
700,100259643,0,recompensa,n,2,0
701,100260494,0,perfección,n,2,0
702,100261029,0,mellora,n,2,0
703,100261029,0,melloría,n,2,0
704,100262249,0,decoración,n,2,0
705,100263353,0,tatuaxe,n,2,0
706,100264366,0,enriquecemento,n,1,0
707,100264775,0,humanización,n,1,0
708,100264913,0,modernización,n,1,0
709,100265119,0,renovación,n,1,0
710,100265992,0,melloría,n,1,0
711,100266149,0,progreso,n,1,0
712,100266401,0,recesión,n,2,0
713,100266806,0,reparación,n,1,0
714,100267217,0,remendo,n,1,0
715,100267522,0,mantemento,n,1,0
716,100268457,0,parche,n,2,0
717,100268824,0,xentrificación,n,1,0
718,100269018,0,renovación,n,3,0
719,100269258,0,reconstrución,n,2,0
720,100270186,0,reconstrución,n,1,0
721,100270800,0,adestramento,n,2,0
722,100270919,0,contratación,n,2,0
723,100271263,0,degradación,n,2,0
